"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","audio_id","rt","device_id","view_history","stimulus","response","estimated_stimulus_onset"
"true","false","[]","[]","[]","preload","0","39041","0.0-0.0","uuo3a0fl5e88513","uuo3a0fl5e88513-2024-01-29-03-20-55","","","","","",""
"true","","","","","fullscreen","1","50825","0.0-1.0","uuo3a0fl5e88513","uuo3a0fl5e88513-2024-01-29-03-20-55","10781","","","","",""
"","","","","","initialize-microphone","2","59389","0.0-2.0","uuo3a0fl5e88513","uuo3a0fl5e88513-2024-01-29-03-20-55","","07e86b4ea433b1b250622933a7fac9abd2a242965a47642b88a6e2dae0ed6a71","","","",""
"","","","","","instructions","3","67469","0.0-3.0","uuo3a0fl5e88513","uuo3a0fl5e88513-2024-01-29-03-20-55","8079","","[{""page_index"":0,""viewing_time"":1925},{""page_index"":1,""viewing_time"":6153}]","","",""
"","","","","","image-button-response","4","71972","0.0-4.0-0.0","uuo3a0fl5e88513","uuo3a0fl5e88513-2024-01-29-03-20-55","null","","","images/instructions/timeline_0/1_Barck_Obama.png","null",""
"","","","","","image-button-response","5","74673","0.0-4.0-1.0","uuo3a0fl5e88513","uuo3a0fl5e88513-2024-01-29-03-20-55","null","","","images/instructions/timeline_0/1_Barck_Obama.png","null",""
"","","","","","image-button-response","6","76475","0.0-4.0-2.0","uuo3a0fl5e88513","uuo3a0fl5e88513-2024-01-29-03-20-55","null","","","[]","null",""
"","","","","","image-button-response","7","80978","0.0-4.0-0.1","uuo3a0fl5e88513","uuo3a0fl5e88513-2024-01-29-03-20-55","null","","","images/instructions/timeline_0/2_Leonardo_DiCaprio.png","null",""
"","","","","","image-button-response","8","83122","0.0-4.0-1.1","uuo3a0fl5e88513","uuo3a0fl5e88513-2024-01-29-03-20-55","2142","","","images/instructions/timeline_0/2_Leonardo_DiCaprio.png","1",""
"","","","","","image-button-response","9","84924","0.0-4.0-2.1","uuo3a0fl5e88513","uuo3a0fl5e88513-2024-01-29-03-20-55","null","","","[]","null",""
"","","","","","image-button-response","10","89425","0.0-4.0-0.2","uuo3a0fl5e88513","uuo3a0fl5e88513-2024-01-29-03-20-55","null","","","images/instructions/timeline_0/3_Beyonce.png","null",""
