"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","rt","device_id","view_history","stimulus","response","estimated_stimulus_onset"
"","","","","","instructions","15","50009","0.0-7.0","or8e7wb0z73xfdc","conditionC","1753","","[{""page_index"":0,""viewing_time"":1752}]","","",""
"","","","","","image-button-response","16","51817","0.0-8.0","or8e7wb0z73xfdc","conditionC","null","","","[]","null",""
"","","","","","image-button-response","17","56330","0.0-9.0-0.0","or8e7wb0z73xfdc","conditionC","null","","","images/list_2/timeline_2/8_Cillian_Murphy.png","null",""
"","","","","","image-button-response","18","58937","0.0-9.0-1.0","or8e7wb0z73xfdc","conditionC","2606","","","images/list_2/timeline_2/8_Cillian_Murphy.png","1",""
"","","","","","image-button-response","19","60742","0.0-9.0-2.0","or8e7wb0z73xfdc","conditionC","null","","","[]","null",""
"","","","","","image-button-response","20","65252","0.0-9.0-0.1","or8e7wb0z73xfdc","conditionC","null","","","images/list_2/timeline_2/4_Robin_Williams.png","null",""
"","","","","","image-button-response","21","67075","0.0-9.0-1.1","or8e7wb0z73xfdc","conditionC","1822","","","images/list_2/timeline_2/4_Robin_Williams.png","0",""
"","","","","","image-button-response","22","68880","0.0-9.0-2.1","or8e7wb0z73xfdc","conditionC","null","","","[]","null",""
"","","","","","image-button-response","23","73382","0.0-9.0-0.2","or8e7wb0z73xfdc","conditionC","null","","","images/list_2/timeline_2/10_Robert_Pattinson.png","null",""
"","","","","","image-button-response","24","74219","0.0-9.0-1.2","or8e7wb0z73xfdc","conditionC","835","","","images/list_2/timeline_2/10_Robert_Pattinson.png","1",""
"","","","","","image-button-response","25","76022","0.0-9.0-2.2","or8e7wb0z73xfdc","conditionC","null","","","[]","null",""
"","","","","","image-button-response","26","80527","0.0-9.0-0.3","or8e7wb0z73xfdc","conditionC","null","","","images/list_2/timeline_2/2_Paul_Simon.png","null",""
"","","","","","image-button-response","27","81368","0.0-9.0-1.3","or8e7wb0z73xfdc","conditionC","839","","","images/list_2/timeline_2/2_Paul_Simon.png","0",""
"","","","","","image-button-response","28","83171","0.0-9.0-2.3","or8e7wb0z73xfdc","conditionC","null","","","[]","null",""
"","","","","","image-button-response","29","87691","0.0-9.0-0.4","or8e7wb0z73xfdc","conditionC","null","","","images/list_2/timeline_2/6_Halle_Berry.png","null",""
"","","","","","image-button-response","30","88400","0.0-9.0-1.4","or8e7wb0z73xfdc","conditionC","707","","","images/list_2/timeline_2/6_Halle_Berry.png","0",""
"","","","","","image-button-response","31","90207","0.0-9.0-2.4","or8e7wb0z73xfdc","conditionC","null","","","[]","null",""
"","","","","","image-button-response","32","94711","0.0-9.0-0.5","or8e7wb0z73xfdc","conditionC","null","","","images/list_2/timeline_2/1_Muhammad_Ali.png","null",""
"","","","","","image-button-response","33","95715","0.0-9.0-1.5","or8e7wb0z73xfdc","conditionC","1003","","","images/list_2/timeline_2/1_Muhammad_Ali.png","0",""
"","","","","","image-button-response","34","97528","0.0-9.0-2.5","or8e7wb0z73xfdc","conditionC","null","","","[]","null",""
"","","","","","image-button-response","35","102031","0.0-9.0-0.6","or8e7wb0z73xfdc","conditionC","null","","","images/list_2/timeline_2/7_Amy_Poehler.png","null",""
"","","","","","image-button-response","36","103043","0.0-9.0-1.6","or8e7wb0z73xfdc","conditionC","1010","","","images/list_2/timeline_2/7_Amy_Poehler.png","0",""
"","","","","","image-button-response","37","104852","0.0-9.0-2.6","or8e7wb0z73xfdc","conditionC","null","","","[]","null",""
"","","","","","image-button-response","38","109373","0.0-9.0-0.7","or8e7wb0z73xfdc","conditionC","null","","","images/list_2/timeline_2/12_Billie_Eilish.png","null",""
"","","","","","image-button-response","39","110207","0.0-9.0-1.7","or8e7wb0z73xfdc","conditionC","833","","","images/list_2/timeline_2/12_Billie_Eilish.png","0",""
"","","","","","image-button-response","40","112011","0.0-9.0-2.7","or8e7wb0z73xfdc","conditionC","null","","","[]","null",""
"","","","","","image-button-response","41","116521","0.0-9.0-0.8","or8e7wb0z73xfdc","conditionC","null","","","images/list_2/timeline_2/3_Dolly_Parton.png","null",""
"","","","","","image-button-response","42","117183","0.0-9.0-1.8","or8e7wb0z73xfdc","conditionC","661","","","images/list_2/timeline_2/3_Dolly_Parton.png","1",""
"","","","","","image-button-response","43","118999","0.0-9.0-2.8","or8e7wb0z73xfdc","conditionC","null","","","[]","null",""
"","","","","","image-button-response","44","123508","0.0-9.0-0.9","or8e7wb0z73xfdc","conditionC","null","","","images/list_2/timeline_2/9_Jessica_Alba.png","null",""
"","","","","","image-button-response","45","124443","0.0-9.0-1.9","or8e7wb0z73xfdc","conditionC","934","","","images/list_2/timeline_2/9_Jessica_Alba.png","0",""
"","","","","","image-button-response","46","126251","0.0-9.0-2.9","or8e7wb0z73xfdc","conditionC","null","","","[]","null",""
"","","","","","image-button-response","47","130762","0.0-9.0-0.10","or8e7wb0z73xfdc","conditionC","null","","","images/list_2/timeline_2/5_Eddie_Murphy.png","null",""
"","","","","","image-button-response","48","131455","0.0-9.0-1.10","or8e7wb0z73xfdc","conditionC","692","","","images/list_2/timeline_2/5_Eddie_Murphy.png","0",""
"","","","","","image-button-response","49","133266","0.0-9.0-2.10","or8e7wb0z73xfdc","conditionC","null","","","[]","null",""
"","","","","","image-button-response","50","137770","0.0-9.0-0.11","or8e7wb0z73xfdc","conditionC","null","","","images/list_2/timeline_2/11_Emma_Robert.png","null",""
"","","","","","image-button-response","51","138552","0.0-9.0-1.11","or8e7wb0z73xfdc","conditionC","780","","","images/list_2/timeline_2/11_Emma_Robert.png","0",""
"","","","","","image-button-response","52","140361","0.0-9.0-2.11","or8e7wb0z73xfdc","conditionC","null","","","[]","null",""
